NOME;ANO;Instituição de Ensino;CONSULTA;INSTITUICAO_ENSINO_ALUNO;FASE;TURMA;SINALIZADOR_INGRESSANTE;IDADE_ALUNO;GÊNERO;PEDRA;ATINGIU_PV;INDE;IAA;IEG;IPS;IDA;IPP;REC_EQUIPE_1;REC_EQUIPE_2;REC_EQUIPE_3;REC_EQUIPE_4;IPV;IAN;NIVEL_IDEAL;DEFASAGEM
ALUNO-826;2021;Escola Pública;Escola Pública;Escola Pública;2;L;Veterano;12;INFO INDISPONÍVEL;Quartzo;QUEDA;4.19;0.0;2.5;7.5;1.0;7.9;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;7.2;5;NÃ­vel 3 (7o e 8o ano);-1.0
ALUNO-827;2021;Escola Pública;Escola Pública;Escola Pública;0;S;Ingressante;9;INFO INDISPONÍVEL;Ágata;INGRESSANTE;6.73;9.0;5.0;7.5;6.0;7.5;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;NÃ£o avaliado;8.2;5;NÃ­vel 1 (4o ano);-1.0
ALUNO-828;2021;Rede Decisão;Escola Privada;Escola Privada;5;L;Veterano;16;INFO INDISPONÍVEL;Ametista;MANTIDO;7.48;9.2;7.5;7.5;7.3;8.1;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;7.7;5;NÃ­vel 6 (2o EM);-1.0
ALUNO-829;2021;Escola Pública;Escola Pública;Escola Pública;3;F;Veterano;13;INFO INDISPONÍVEL;Ágata;MANTIDO;6.42;10.0;3.9;7.5;3.6;7.3;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;7.2;10;NÃ­vel 3 (7o e 8o ano);0.0
ALUNO-830;2021;Rede Decisão;Escola Privada;Escola Privada;5;B;Veterano;14;INFO INDISPONÍVEL;Topázio;MANTIDO;8.51;10.0;7.8;7.5;7.9;8.8;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Mantido na Fase atual;8.8;10;NÃ­vel 4 (9o ano);1.0
ALUNO-831;2021;Escola Pública;Escola Pública;Escola Pública;1;M;Veterano;12;INFO INDISPONÍVEL;Ametista;MANTIDO;7.35;9.5;10.0;7.5;3.6;7.7;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;NÃ£o avaliado;8.3;5;NÃ­vel 3 (7o e 8o ano);-2.0
ALUNO-833;2021;Escola Pública;Escola Pública;Escola Pública;0;K;Ingressante;9;INFO INDISPONÍVEL;Ágata;INGRESSANTE;5.83;8.5;8.3;4.4;4.4;2.5;Mantido na Fase atual;Alocado em Fase anterior;NÃ£o avaliado;NÃ£o avaliado;6.2;5;NÃ­vel 1 (4o ano);-1.0
ALUNO-834;2021;Escola Pública;Escola Pública;Escola Pública;3;H;Ingressante;13;INFO INDISPONÍVEL;Quartzo;INGRESSANTE;5.51;6.7;3.1;6.9;5.8;7.3;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;5.7;5;NÃ­vel 4 (9o ano);-1.0
ALUNO-835;2021;Escola Pública;Escola Pública;Escola Pública;2;M;Veterano;12;INFO INDISPONÍVEL;Quartzo;MANTIDO;4.33;0.0;5.4;5.6;1.6;7.8;Mantido na Fase atual;NÃ£o avaliado;Mantido na Fase atual;NÃ£o avaliado;5.4;5;NÃ­vel 3 (7o e 8o ano);-1.0
ALUNO-838;2021;Rede Decisão;Escola Privada;Escola Privada;6;A;Veterano;16;INFO INDISPONÍVEL;Ágata;QUEDA;6.32;7.5;7.2;2.5;5.3;7.7;Alocado em Fase anterior;Promovido de Fase;NÃ£o avaliado;Mantido na Fase atual;5.2;10;NÃ­vel 6 (2o EM);0.0
ALUNO-840;2021;Escola Pública;Escola Pública;Escola Pública;0;K;Veterano;9;INFO INDISPONÍVEL;Ágata;QUEDA;6.60;9.0;8.3;4.4;6.6;5.3;Mantido na Fase atual;Alocado em Fase anterior;NÃ£o avaliado;NÃ£o avaliado;6.2;5;NÃ­vel 1 (4o ano);-1.0
ALUNO-843;2021;Escola Pública;Escola Pública;Escola Pública;6;C;Ingressante;16;INFO INDISPONÍVEL;Ágata;INGRESSANTE;6.64;7.1;7.2;5.6;7.3;6.9;Mantido na Fase atual;Promovido de Fase;Alocado em Fase anterior;Promovido de Fase;6.5;5;NÃ­vel 7 (3o EM);-1.0
ALUNO-845;2021;Escola Pública;Escola Pública;Escola Pública;3;A;Ingressante;13;INFO INDISPONÍVEL;Ágata;INGRESSANTE;5.68;8.8;4.4;4.4;4.5;6.0;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;NÃ£o avaliado;4.9;10;NÃ­vel 3 (7o e 8o ano);0.0
ALUNO-848;2021;Escola Pública;Escola Pública;Escola Pública;2;M;Veterano;13;INFO INDISPONÍVEL;Ágata;QUEDA;6.85;8.5;7.9;7.5;4.9;8.1;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;6.8;5;NÃ­vel 3 (7o e 8o ano);-1.0
ALUNO-849;2021;Escola Pública;Escola Pública;Escola Pública;2;R;Veterano;11;INFO INDISPONÍVEL;Ametista;MANTIDO;7.44;7.5;8.3;8.1;4.6;7.9;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;NÃ£o avaliado;7.6;10;NÃ­vel 2 (5o e 6o ano);0.0
ALUNO-850;2021;Rede Decisão;Escola Privada;Escola Privada;3;B;Veterano;13;INFO INDISPONÍVEL;Ametista;MANTIDO;8.15;9.2;7.5;7.5;6.6;8.1;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase;NÃ£o avaliado;9.3;10;NÃ­vel 3 (7o e 8o ano);0.0
ALUNO-851;2021;Escola Pública;Escola Pública;Escola Pública;1;G;Veterano;10;INFO INDISPONÍVEL;Ametista;MANTIDO;7.71;9.5;9.6;7.5;4.8;8.1;Mantido na Fase atual;Mantido na Fase + Bolsa;Promovido de Fase;NÃ£o avaliado;9.2;5;NÃ­vel 2 (5o e 6o ano);-1.0
ALUNO-855;2021;Escola Pública;Escola Pública;Escola Pública;2;L;Veterano;14;INFO INDISPONÍVEL;Ágata;QUEDA;6.24;8.0;7.1;7.5;2.8;7.9;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;7.1;5;NÃ­vel 4 (9o ano);-2.0
ALUNO-858;2021;Escola Pública;Escola Pública;Escola Pública;2;A;Veterano;11;INFO INDISPONÍVEL;Topázio;MANTIDO;8.59;9.5;10.0;7.5;6.2;7.7;Mantido na Fase atual;Promovido de Fase + Bolsa;Mantido na Fase atual;NÃ£o avaliado;9.4;10;NÃ­vel 2 (5o e 6o ano);0.0
ALUNO-860;2021;Escola Pública;Escola Pública;Escola Pública;3;C;Veterano;15;INFO INDISPONÍVEL;Ametista;MANTIDO;7.07;8.8;5.0;7.5;7.2;8.3;Promovido de Fase;Promovido de Fase;Promovido de Fase;NÃ£o avaliado;8.4;5;NÃ­vel 5 (1o EM);-2.0
ALUNO-861;2021;Escola Pública;Escola Pública;Escola Pública;3;J;Veterano;15;INFO INDISPONÍVEL;Ametista;MANTIDO;7.72;9.2;8.3;7.5;7.7;7.7;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase;NÃ£o avaliado;7.9;5;NÃ­vel 5 (1o EM);-2.0
ALUNO-862;2021;Escola Pública;Escola Pública;Escola Pública;1;J;Veterano;11;INFO INDISPONÍVEL;Ametista;MANTIDO;7.99;9.0;9.6;7.5;6.5;8.1;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;NÃ£o avaliado;9.1;5;NÃ­vel 2 (5o e 6o ano);-1.0
ALUNO-865;2021;Escola Pública;Escola Pública;Escola Pública;0;T;Ingressante;9;INFO INDISPONÍVEL;Topázio;INGRESSANTE;8.40;9.5;10.0;7.5;7.3;8.1;Promovido de Fase;Promovido de Fase;NÃ£o avaliado;NÃ£o avaliado;9.7;5;NÃ­vel 1 (4o ano);-1.0
ALUNO-866;2021;Rede Decisão;Escola Privada;Escola Privada;1;A;Veterano;9;INFO INDISPONÍVEL;Topázio;MANTIDO;8.85;8.5;10.0;7.5;8.4;7.7;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;9.0;10;NÃ­vel 1 (4o ano);0.0
ALUNO-867;2021;Escola Pública;Escola Pública;Escola Pública;1;E;Ingressante;11;INFO INDISPONÍVEL;Quartzo;INGRESSANTE;4.09;0.0;2.1;8.1;1.7;6.9;Mantido na Fase atual;NÃ£o avaliado;Mantido na Fase atual;NÃ£o avaliado;6.7;5;NÃ­vel 3 (7o e 8o ano);-2.0
ALUNO-868;2021;Escola Pública;Escola Pública;Escola Pública;0;Q;Ingressante;9;INFO INDISPONÍVEL;Ametista;INGRESSANTE;8.08;9.0;8.3;7.5;7.0;7.8;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;NÃ£o avaliado;7.9;10;ALFA  (2o e 3o ano);0.0
ALUNO-871;2021;Escola Pública;Escola Pública;Escola Pública;0;P;Ingressante;9;INFO INDISPONÍVEL;Ágata;INGRESSANTE;6.26;8.5;6.7;7.5;2.9;7.5;Promovido de Fase;Mantido na Fase atual;NÃ£o avaliado;NÃ£o avaliado;7.5;5;NÃ­vel 2 (5o e 6o ano);-2.0
ALUNO-872;2021;Rede Decisão;Escola Privada;Escola Privada;3;L;Veterano;13;INFO INDISPONÍVEL;Quartzo;QUEDA;4.45;6.7;2.2;5.0;2.9;5.2;Alocado em Fase anterior;Promovido de Fase;Mantido na Fase atual;NÃ£o avaliado;3.7;10;NÃ­vel 3 (7o e 8o ano);0.0
ALUNO-873;2021;Escola Pública;Escola Pública;Escola Pública;1;J;Veterano;12;INFO INDISPONÍVEL;Ágata;QUEDA;5.86;10.0;5.8;7.5;1.5;7.9;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;6.8;5;NÃ­vel 3 (7o e 8o ano);-2.0
ALUNO-874;2021;Rede Decisão;Escola Privada;Escola Privada;5;L;Veterano;15;INFO INDISPONÍVEL;Ágata;QUEDA;6.19;7.1;6.7;6.9;2.7;7.2;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;6.1;10;NÃ­vel 5 (1o EM);0.0
ALUNO-875;2021;Escola Pública;Escola Pública;Escola Pública;0;O;Ingressante;9;INFO INDISPONÍVEL;Ametista;INGRESSANTE;8.07;8.0;10.0;7.5;7.1;8.4;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;NÃ£o avaliado;8.8;5;NÃ­vel 2 (5o e 6o ano);-2.0
ALUNO-877;2021;Escola Pública;Escola Pública;Escola Pública;2;M;Veterano;13;INFO INDISPONÍVEL;Ágata;QUEDA;6.38;7.4;7.5;7.5;1.9;8.1;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;NÃ£o avaliado;8.5;5;NÃ­vel 3 (7o e 8o ano);-1.0
ALUNO-878;2021;Escola Pública;Escola Pública;Escola Pública;0;J;Ingressante;9;INFO INDISPONÍVEL;Ametista;INGRESSANTE;7.08;9.0;6.7;7.5;6.7;5.6;Mantido na Fase atual;Promovido de Fase;NÃ£o avaliado;NÃ£o avaliado;8.5;5;NÃ­vel 1 (4o ano);-1.0
ALUNO-884;2021;Escola Pública;Escola Pública;Escola Pública;5;B;Ingressante;15;INFO INDISPONÍVEL;Quartzo;INGRESSANTE;4.51;7.9;3.9;0.0;2.1;7.5;Promovido de Fase;Alocado em Fase anterior;Promovido de Fase + Bolsa;Mantido na Fase atual;6.4;5;NÃ­vel 7 (3o EM);-2.0
ALUNO-885;2021;Escola Pública;Escola Pública;Escola Pública;1;J;Ingressante;11;INFO INDISPONÍVEL;Ametista;INGRESSANTE;7.77;10.0;8.3;7.5;3.9;8.1;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;8.8;10;NÃ­vel 1 (4o ano);0.0
ALUNO-886;2021;Escola Pública;Escola Pública;Escola Pública;0;Q;Veterano;8;INFO INDISPONÍVEL;Topázio;MANTIDO;8.54;9.5;10.0;7.5;7.1;7.8;Promovido de Fase;Mantido na Fase atual;NÃ£o avaliado;NÃ£o avaliado;8.3;10;ALFA  (2o e 3o ano);0.0
ALUNO-889;2021;Escola Pública;Escola Pública;Escola Pública;2;D;Veterano;13;INFO INDISPONÍVEL;Ametista;MANTIDO;7.93;8.5;8.3;7.5;8.3;7.5;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;NÃ£o avaliado;8.8;5;NÃ­vel 3 (7o e 8o ano);-1.0
ALUNO-890;2021;Escola Pública;Escola Pública;Escola Pública;3;R;Veterano;13;INFO INDISPONÍVEL;Ágata;MANTIDO;6.06;10.0;5.3;7.5;2.3;7.2;Promovido de Fase;Promovido de Fase;NÃ£o avaliado;NÃ£o avaliado;5.4;10;NÃ­vel 3 (7o e 8o ano);0.0
ALUNO-892;2021;Escola Pública;Escola Pública;Escola Pública;1;G;Veterano;12;INFO INDISPONÍVEL;Ametista;MANTIDO;7.41;7.0;9.6;5.6;6.9;8.3;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;NÃ£o avaliado;7.6;5;NÃ­vel 3 (7o e 8o ano);-2.0
ALUNO-897;2021;Escola Pública;Escola Pública;Escola Pública;3;M;Veterano;13;INFO INDISPONÍVEL;Quartzo;INGRESSANTE;5.13;7.9;3.3;6.9;4.3;6.7;Mantido na Fase atual;Alocado em Fase anterior;Mantido na Fase atual;NÃ£o avaliado;4.8;5;NÃ­vel 4 (9o ano);-1.0
ALUNO-899;2021;Escola Pública;Escola Pública;Escola Pública;2;D;Veterano;11;INFO INDISPONÍVEL;Ametista;MANTIDO;8.09;8.0;7.1;7.5;7.9;7.5;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;9.0;10;NÃ­vel 2 (5o e 6o ano);0.0
ALUNO-900;2021;Escola Pública;Escola Pública;Escola Pública;3;D;Ingressante;13;INFO INDISPONÍVEL;Ágata;INGRESSANTE;5.83;7.9;5.6;7.5;5.4;7.3;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;4.4;5;NÃ­vel 4 (9o ano);-1.0
ALUNO-902;2021;Escola Pública;Escola Pública;Escola Pública;0;I;Veterano;9;INFO INDISPONÍVEL;Ametista;MANTIDO;7.27;8.5;10.0;7.5;5.4;7.8;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;NÃ£o avaliado;6.6;5;NÃ­vel 1 (4o ano);-1.0
ALUNO-903;2021;Rede Decisão;Escola Privada;Escola Privada;1;M;Ingressante;9;INFO INDISPONÍVEL;Topázio;MANTIDO;9.07;9.0;10.0;7.5;8.3;8.1;Promovido de Fase;Mantido na Fase + Bolsa;Promovido de Fase + Bolsa;NÃ£o avaliado;9.7;10;NÃ­vel 1 (4o ano);0.0
ALUNO-904;2021;Escola Pública;Escola Pública;Escola Pública;4;A;Veterano;14;INFO INDISPONÍVEL;Ametista;MANTIDO;7.14;9.2;5.6;7.5;5.9;7.5;Promovido de Fase;Promovido de Fase;Promovido de Fase;Promovido de Fase;7.2;10;NÃ­vel 4 (9o ano);0.0
ALUNO-905;2021;Escola Pública;Escola Pública;Escola Pública;0;M;Ingressante;9;INFO INDISPONÍVEL;Ágata;INGRESSANTE;6.13;9.5;5.8;7.5;3.5;7.5;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;NÃ£o avaliado;6.6;5;NÃ­vel 1 (4o ano);-1.0
ALUNO-906;2021;Rede Decisão;Escola Privada;Escola Privada;5;A;Veterano;17;INFO INDISPONÍVEL;Topázio;MANTIDO;8.63;9.6;9.2;7.5;6.8;7.7;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Mantido na Fase atual;9.9;10;NÃ­vel 5 (1o EM);0.0
ALUNO-907;2021;Escola Pública;Escola Pública;Escola Pública;2;P;Veterano;10;INFO INDISPONÍVEL;Quartzo;QUEDA;5.36;0.0;3.8;7.5;3.1;7.3;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;NÃ£o avaliado;7.6;10;NÃ­vel 2 (5o e 6o ano);0.0
ALUNO-909;2021;Escola Pública;Escola Pública;Escola Pública;2;H;Veterano;13;INFO INDISPONÍVEL;Ágata;MANTIDO;6.08;9.5;5.4;7.5;3.1;7.3;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;NÃ£o avaliado;7.2;5;NÃ­vel 3 (7o e 8o ano);-1.0
ALUNO-910;2021;Escola Pública;Escola Pública;Escola Pública;6;C;Veterano;17;INFO INDISPONÍVEL;Ágata;AVANÇO;6.77;8.8;7.8;7.5;5.0;7.5;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase;6.7;5;NÃ­vel 7 (3o EM);-1.0
ALUNO-911;2021;Escola Pública;Escola Pública;Escola Pública;4;A;Veterano;16;INFO INDISPONÍVEL;Ágata;MANTIDO;6.24;6.7;6.9;5.0;5.1;7.5;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;7.0;5;NÃ­vel 6 (2o EM);-2.0
ALUNO-914;2021;Escola Pública;Escola Pública;Escola Pública;2;C;Ingressante;12;INFO INDISPONÍVEL;Quartzo;INGRESSANTE;5.06;0.0;2.9;7.5;4.6;7.7;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;7.7;5;NÃ­vel 3 (7o e 8o ano);-1.0
ALUNO-916;2021;Rede Decisão;Escola Privada;Escola Privada;4;G;Veterano;14;INFO INDISPONÍVEL;Topázio;MANTIDO;8.87;8.3;9.7;7.5;7.8;9.2;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase;9.3;10;NÃ­vel 4 (9o ano);0.0
ALUNO-919;2021;Escola Pública;Escola Pública;Escola Pública;6;A;Veterano;16;INFO INDISPONÍVEL;Ágata;MANTIDO;6.52;7.5;3.9;7.5;5.5;7.8;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase;6.8;10;NÃ­vel 6 (2o EM);0.0
ALUNO-922;2021;Escola Pública;Escola Pública;Escola Pública;2;E;Veterano;11;INFO INDISPONÍVEL;Ametista;MANTIDO;7.47;8.5;6.7;6.3;5.6;8.5;Promovido de Fase;Promovido de Fase;Promovido de Fase;NÃ£o avaliado;8.5;10;NÃ­vel 2 (5o e 6o ano);0.0
ALUNO-923;2021;Escola Pública;Escola Pública;Escola Pública;0;M;Veterano;9;INFO INDISPONÍVEL;Ágata;QUEDA;5.91;8.0;8.3;5.0;3.9;6.6;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;NÃ£o avaliado;5.0;5;NÃ­vel 1 (4o ano);-1.0
ALUNO-926;2021;Escola Pública;Escola Pública;Escola Pública;2;I;Veterano;13;INFO INDISPONÍVEL;Ametista;MANTIDO;7.22;9.0;7.9;5.0;6.9;7.5;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;NÃ£o avaliado;8.1;5;NÃ­vel 3 (7o e 8o ano);-1.0
ALUNO-927;2021;Escola Pública;Escola Pública;Escola Pública;1;J;Veterano;10;INFO INDISPONÍVEL;Ametista;QUEDA;7.25;7.4;8.8;7.5;4.7;8.1;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;8.8;5;NÃ­vel 2 (5o e 6o ano);-1.0
ALUNO-930;2021;Rede Decisão;Escola Privada;Escola Privada;5;A;Veterano;16;INFO INDISPONÍVEL;Topázio;AVANÇO;8.36;10.0;8.3;7.5;9.0;8.0;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase;9.3;5;NÃ­vel 6 (2o EM);-1.0
ALUNO-931;2021;Escola Pública;Escola Pública;Escola Pública;1;G;Veterano;10;INFO INDISPONÍVEL;Ametista;MANTIDO;7.76;8.5;9.6;6.9;6.6;8.3;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;NÃ£o avaliado;8.2;5;NÃ­vel 2 (5o e 6o ano);-1.0
ALUNO-932;2021;Escola Pública;Escola Pública;Escola Pública;3;B;Veterano;13;INFO INDISPONÍVEL;Ametista;MANTIDO;7.29;10.0;5.8;7.5;6.4;7.1;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;NÃ£o avaliado;6.9;10;NÃ­vel 3 (7o e 8o ano);0.0
ALUNO-937;2021;Escola Pública;Escola Pública;Escola Pública;2;G;Ingressante;11;INFO INDISPONÍVEL;Topázio;AVANÇO;8.58;10.0;8.3;7.5;8.3;8.1;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;NÃ£o avaliado;8.4;10;NÃ­vel 2 (5o e 6o ano);0.0
ALUNO-938;2021;Rede Decisão;Escola Privada;Escola Privada;3;G;Veterano;14;INFO INDISPONÍVEL;Ágata;QUEDA;6.88;8.8;7.5;6.3;6.0;7.9;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase;NÃ£o avaliado;7.0;5;NÃ­vel 4 (9o ano);-1.0
ALUNO-939;2021;Escola Pública;Escola Pública;Escola Pública;3;D;Ingressante;13;INFO INDISPONÍVEL;Ágata;INGRESSANTE;6.47;9.2;5.0;4.4;7.4;9.1;Promovido de Fase + Bolsa;Promovido de Fase;Mantido na Fase atual;NÃ£o avaliado;6.2;5;NÃ­vel 4 (9o ano);-1.0
ALUNO-940;2021;Escola Pública;Escola Pública;Escola Pública;1;C;Veterano;10;INFO INDISPONÍVEL;Ágata;QUEDA;6.56;8.5;8.3;7.5;2.9;7.9;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;7.1;5;NÃ­vel 2 (5o e 6o ano);-1.0
ALUNO-944;2021;Escola Pública;Escola Pública;Escola Pública;3;F;Veterano;15;INFO INDISPONÍVEL;Quartzo;MANTIDO;4.62;9.2;4.7;5.6;1.3;7.3;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;NÃ£o avaliado;3.6;5;NÃ­vel 5 (1o EM);-2.0
ALUNO-945;2021;Escola Pública;Escola Pública;Escola Pública;3;D;Ingressante;13;INFO INDISPONÍVEL;Ametista;INGRESSANTE;7.75;8.8;6.4;7.5;9.0;8.3;Promovido de Fase;Promovido de Fase;Promovido de Fase + Bolsa;NÃ£o avaliado;8.6;5;NÃ­vel 5 (1o EM);-2.0
ALUNO-946;2021;Escola Pública;Escola Pública;Escola Pública;3;M;Ingressante;13;INFO INDISPONÍVEL;Ametista;INGRESSANTE;7.54;7.9;6.1;7.5;7.1;7.5;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;NÃ£o avaliado;8.1;10;NÃ­vel 3 (7o e 8o ano);0.0
ALUNO-947;2021;Escola Pública;Escola Pública;Escola Pública;1;F;Ingressante;11;INFO INDISPONÍVEL;Ametista;INGRESSANTE;7.31;8.5;8.8;7.5;5.1;8.1;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;8.1;5;NÃ­vel 2 (5o e 6o ano);-1.0
ALUNO-948;2021;Escola Pública;Escola Pública;Escola Pública;3;C;Veterano;14;INFO INDISPONÍVEL;Ametista;MANTIDO;6.91;8.3;6.4;7.5;6.2;7.5;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;NÃ£o avaliado;7.8;5;NÃ­vel 4 (9o ano);-1.0
ALUNO-951;2021;Rede Decisão;Escola Privada;Escola Privada;6;A;Veterano;17;INFO INDISPONÍVEL;Ametista;AVANÇO;7.23;8.3;7.2;7.5;7.0;8.0;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase;7.6;5;NÃ­vel 7 (3o EM);-1.0
ALUNO-956;2021;Escola Pública;Escola Pública;Escola Pública;0;P;Ingressante;9;INFO INDISPONÍVEL;Ametista;INGRESSANTE;7.60;9.0;7.5;7.5;5.9;7.5;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;NÃ£o avaliado;7.6;10;ALFA  (2o e 3o ano);0.0
ALUNO-957;2021;Rede Decisão;Escola Privada;Escola Privada;2;N;Veterano;11;INFO INDISPONÍVEL;Ametista;MANTIDO;7.44;7.5;7.5;7.5;5.3;8.1;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;7.9;10;NÃ­vel 2 (5o e 6o ano);0.0
ALUNO-958;2021;Rede Decisão;Escola Privada;Escola Privada;4;G;Ingressante;16;INFO INDISPONÍVEL;Ametista;MANTIDO;7.49;7.1;8.1;6.9;7.6;8.1;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase;8.3;5;NÃ­vel 6 (2o EM);-2.0
ALUNO-959;2021;Escola Pública;Escola Pública;Escola Pública;1;N;Ingressante;11;INFO INDISPONÍVEL;Ametista;INGRESSANTE;8.06;9.0;10.0;7.5;6.1;8.1;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;NÃ£o avaliado;9.4;5;NÃ­vel 2 (5o e 6o ano);-1.0
ALUNO-961;2021;Rede Decisão;Escola Privada;Escola Privada;2;N;Veterano;10;INFO INDISPONÍVEL;Ametista;QUEDA;7.26;9.5;7.5;6.3;4.2;7.7;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;7.9;10;NÃ­vel 2 (5o e 6o ano);0.0
ALUNO-963;2021;Escola Pública;Escola Pública;Escola Pública;1;G;Ingressante;11;INFO INDISPONÍVEL;Ametista;INGRESSANTE;7.88;7.0;9.6;7.5;7.3;8.1;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase + Bolsa;NÃ£o avaliado;8.8;5;NÃ­vel 2 (5o e 6o ano);-1.0
ALUNO-964;2021;Escola Pública;Escola Pública;Escola Pública;2;G;Ingressante;12;INFO INDISPONÍVEL;Ágata;QUEDA;6.03;0.0;5.4;7.5;6.3;8.3;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;NÃ£o avaliado;8.0;5;NÃ­vel 3 (7o e 8o ano);-1.0
ALUNO-965;2021;Escola Pública;Escola Pública;Escola Pública;3;C;Veterano;13;INFO INDISPONÍVEL;Ametista;AVANÇO;7.24;8.8;6.1;7.5;5.0;7.5;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;NÃ£o avaliado;8.2;10;NÃ­vel 3 (7o e 8o ano);0.0
ALUNO-966;2021;Escola Pública;Escola Pública;Escola Pública;0;K;Ingressante;9;INFO INDISPONÍVEL;Quartzo;INGRESSANTE;3.30;8.0;0.0;7.5;0.0;2.5;NÃ£o avaliado;Alocado em Fase anterior;NÃ£o avaliado;NÃ£o avaliado;5.0;5;NÃ­vel 2 (5o e 6o ano);-2.0
ALUNO-969;2021;Escola Pública;Escola Pública;Escola Pública;0;J;Ingressante;9;INFO INDISPONÍVEL;Topázio;INGRESSANTE;8.60;9.5;10.0;7.5;7.7;8.8;Promovido de Fase;Mantido na Fase atual;NÃ£o avaliado;NÃ£o avaliado;9.9;5;NÃ­vel 2 (5o e 6o ano);-2.0
ALUNO-972;2021;Escola Pública;Escola Pública;Escola Pública;0;R;Ingressante;9;INFO INDISPONÍVEL;Topázio;INGRESSANTE;8.25;9.5;10.0;7.5;6.6;8.1;Promovido de Fase;Promovido de Fase + Bolsa;NÃ£o avaliado;NÃ£o avaliado;9.6;5;NÃ­vel 1 (4o ano);-1.0
