NOME;ANO;Instituição de Ensino;CONSULTA;INSTITUICAO_ENSINO_ALUNO;RA;FASE;TURMA;Ano nasc;IDADE_ALUNO;GÊNERO;Ano ingresso;Pedra 20;Pedra 21;PEDRA;INDE;ATINGIU_PV;STATUS_PEDRA;TESTE;Cg;Cf;Ct;Nº Av;Avaliador1;Rec Av1;Avaliador2;Rec Av2;Avaliador3;Rec Av3;Avaliador4;Rec Av4;IAA;IEG;IPS;IPP;Rec Psicologia;IDA;Matem;Portug;Inglês;Indicado;Atingiu PV;IPV;IAN;FASE IDEAL;DEFASAGEM;Destaque IEG;Destaque IDA;Destaque IPV
Aluno-723;2022;Escola Pública;Escola Pública;Escola Pública;RA-723;0;H;2014;8;Feminino;2022;;;Ametista;7,426;INGRESSANTE;INGRESSANTE;OK;345;101;4;2;Avaliador-11;Promovido de Fase;Avaliador-3;Mantido na Fase atual;;Não avaliado;;;10;6,6;8,1;6,56;Não atendido;5,5;5,3;5,7;;Não;Não;8,167;10;ALFA  (2º e 3º ano);0;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.
Aluno-724;2022;Escola Pública;Escola Pública;Escola Pública;RA-724;0;H;2014;8;Feminino;2022;;;Ágata;6,931;INGRESSANTE;INGRESSANTE;OK;512;146;6;2;Avaliador-11;Promovido de Fase;Avaliador-3;Mantido na Fase atual;;Não avaliado;;;9,5;5,9;5,6;6,25;Sem limitações;5,6;2,9;8,3;;Não;Não;8;10;ALFA  (2º e 3º ano);0;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.
Aluno-725;2022;Escola Pública;Escola Pública;Escola Pública;RA-725;0;H;2014;8;Masculino;2022;;;Ágata;6,33;INGRESSANTE;INGRESSANTE;OK;675;175;7;2;Avaliador-11;Mantido na Fase atual;Avaliador-3;Mantido na Fase atual;;Não avaliado;;;8;5,9;8,1;7,81;Não atendido;5;4;6;;Não;Não;5,5;10;ALFA  (2º e 3º ano);0;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-726;2022;Escola Pública;Escola Pública;Escola Pública;RA-726;0;H;2015;7;Feminino;2022;;;Ágata;6,985;INGRESSANTE;INGRESSANTE;OK;492;140;5;2;Avaliador-11;Mantido na Fase atual;Avaliador-3;Mantido na Fase atual;;Não avaliado;;;10;7,5;7,5;6,04;Não atendido;4,4;5,8;3;;Não;Não;6,583;10;ALFA  (2º e 3º ano);0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-727;2022;Escola Pública;Escola Pública;Escola Pública;RA-727;0;H;2014;8;Masculino;2022;;;Ametista;7,736;INGRESSANTE;INGRESSANTE;OK;225;61;3;2;Avaliador-11;Promovido de Fase;Avaliador-3;Mantido na Fase atual;;Não avaliado;;;9;7,7;8,1;4,69;Não atendido;8,4;9,3;7,4;;Não;Não;6,75;10;ALFA  (2º e 3º ano);0;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-728;2022;Escola Pública;Escola Pública;Escola Pública;RA-728;0;H;2014;8;Feminino;2022;;;Topázio;8,244;INGRESSANTE;INGRESSANTE;OK;74;20;1;2;Avaliador-11;Promovido de Fase;Avaliador-3;Mantido na Fase atual;;Não avaliado;;;9,5;7,3;8,1;5,62;Não atendido;9,1;9,3;8,9;;Não;Não;8,167;10;ALFA  (2º e 3º ano);0;Melhorar: Melhorar a sua entrega de lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.
Aluno-729;2022;Escola Pública;Escola Pública;Escola Pública;RA-729;0;H;2014;8;Feminino;2022;;;Topázio;8,155;INGRESSANTE;INGRESSANTE;OK;96;26;2;2;Avaliador-11;Mantido na Fase atual;Avaliador-3;Mantido na Fase atual;;Não avaliado;;;10;8,7;8,1;6,25;Não atendido;8,1;8,5;7,8;;Não;Não;7,25;10;ALFA  (2º e 3º ano);0;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-73;2022;Escola Pública;Escola Pública;Escola Pública;RA-73;5;C;2005;17;Feminino;2022;;;Quartzo;5,271;INGRESSANTE;INGRESSANTE;OK;804;55;5;4;Avaliador-6;Promovido de Fase + Bolsa;Avaliador-27;Mantido na Fase atual;Avaliador-28;Mantido na Fase atual;Avaliador-31;Alocado em Fase anterior;7,1;3;7,5;5,94;Não atendido;3,3;4,5;3;2,3;Sim;Não;7,278;5;Fase 7 (3º EM);-2;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-730;2022;Escola Pública;Escola Pública;Escola Pública;RA-730;0;I;2012;10;Feminino;2021;;Ametista;Ametista;7,902;MANTIDO;MANTIDO;OK;169;46;1;2;Avaliador-13;Promovido de Fase;Avaliador-3;Promovido de Fase;;Não avaliado;;;10;8,2;8,8;4,79;Não atendido;8,3;8,7;8;;Não;Não;8,25;5;Fase 2 (5º e 6º ano);-2;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.
Aluno-731;2022;Escola Pública;Escola Pública;Escola Pública;RA-731;0;I;2012;10;Feminino;2019;Ametista;Ágata;Ametista;7,151;AVANÇO;AVANÇO;OK;443;130;3;2;Avaliador-13;Promovido de Fase;Avaliador-3;Promovido de Fase;;Não avaliado;;;9;8,5;6,9;5;Requer avaliação;7,3;7,3;7,2;;Não;Não;7,083;5;Fase 2 (5º e 6º ano);-2;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-732;2022;Escola Pública;Escola Pública;Escola Pública;RA-732;0;I;2013;9;Masculino;2022;;;Ametista;7,347;INGRESSANTE;INGRESSANTE;OK;377;113;2;2;Avaliador-13;Mantido na Fase atual;Avaliador-3;Mantido na Fase atual;;Não avaliado;;;9;7,9;8,8;5,62;Não atendido;7,2;7,5;6,8;;Não;Não;7,5;5;Fase 1 (4º ano);-1;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.
Aluno-733;2022;Escola Pública;Escola Pública;Escola Pública;RA-733;0;J;2013;9;Feminino;2022;;;Ágata;6,684;INGRESSANTE;INGRESSANTE;OK;594;163;13;2;Avaliador-13;Mantido na Fase atual;Avaliador-3;Mantido na Fase atual;;Não avaliado;;;9,5;8,5;5,6;7,03;Sem limitações;5,1;6;4,2;;Não;Não;6,917;5;Fase 1 (4º ano);-1;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-734;2022;Escola Pública;Escola Pública;Escola Pública;RA-734;0;J;2012;10;Feminino;2022;;;Ágata;6,952;INGRESSANTE;INGRESSANTE;OK;505;145;9;2;Avaliador-13;Promovido de Fase;Avaliador-3;Promovido de Fase;;Não avaliado;;;9,5;7,2;5,6;6,46;Sem limitações;7,3;8;6,5;;Não;Não;7,417;5;Fase 2 (5º e 6º ano);-2;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-735;2022;Escola Pública;Escola Pública;Escola Pública;RA-735;0;J;2012;10;Feminino;2021;;Ametista;Ametista;7,485;MANTIDO;MANTIDO;OK;316;92;4;2;Avaliador-13;Promovido de Fase;Avaliador-3;Promovido de Fase;;Não avaliado;;;9;9;5,6;5;Sem limitações;7,3;7,8;6,7;;Não;Sim;8,583;5;Fase 2 (5º e 6º ano);-2;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.
Aluno-736;2022;Escola Pública;Escola Pública;Escola Pública;RA-736;0;J;2012;10;Masculino;2022;;;Ágata;6,707;INGRESSANTE;INGRESSANTE;OK;589;162;12;2;Avaliador-13;Mantido na Fase atual;Avaliador-3;Mantido na Fase atual;;Não avaliado;;;9;8,5;5,6;5,83;Sem limitações;5,4;4,7;6,2;;Não;Não;7;5;Fase 2 (5º e 6º ano);-2;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-737;2022;Escola Pública;Escola Pública;Escola Pública;RA-737;0;J;2013;9;Feminino;2022;;;Ametista;8,058;INGRESSANTE;INGRESSANTE;OK;131;37;1;2;Avaliador-13;Promovido de Fase;Avaliador-3;Promovido de Fase;;Não avaliado;;;9,5;9,2;5,6;6,25;Sem limitações;9;8,5;9,5;;Não;Sim;9,167;5;Fase 1 (4º ano);-1;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.
Aluno-738;2022;Escola Pública;Escola Pública;Escola Pública;RA-738;0;J;2014;8;Feminino;2022;;;Ametista;7,227;INGRESSANTE;INGRESSANTE;OK;417;124;6;2;Avaliador-13;Mantido na Fase atual;Avaliador-3;Mantido na Fase atual;;Não avaliado;;;8,5;8,1;5,6;5,62;Sem limitações;5,7;7,7;3,7;;Não;Não;7,5;10;ALFA  (2º e 3º ano);0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-739;2022;Escola Pública;Escola Pública;Escola Pública;RA-739;0;J;2014;8;Masculino;2022;;;Ágata;6,82;INGRESSANTE;INGRESSANTE;OK;549;156;11;2;Avaliador-13;Mantido na Fase atual;Avaliador-3;Mantido na Fase atual;;Não avaliado;;;6,4;7,3;5,6;7,81;Sem limitações;5,9;6;5,8;;Não;Não;7,083;10;ALFA  (2º e 3º ano);0;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-74;2022;Escola Pública;Escola Pública;Escola Pública;RA-74;5;C;2006;16;Masculino;2022;;;Quartzo;4,989;INGRESSANTE;INGRESSANTE;OK;820;57;7;4;Avaliador-6;Mantido na Fase atual;Avaliador-27;Mantido na Fase atual;Avaliador-28;Mantido na Fase atual;Avaliador-31;Alocado em Fase anterior;9,6;3,3;7,5;5,62;Não atendido;2;6;0;0;Não;Não;5,833;5;Fase 6 (2º EM);-1;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-740;2022;Escola Pública;Escola Pública;Escola Pública;RA-740;0;J;2013;9;Feminino;2022;;;Ametista;7,218;INGRESSANTE;INGRESSANTE;OK;420;125;7;2;Avaliador-13;Mantido na Fase atual;Avaliador-3;Mantido na Fase atual;;Não avaliado;;;8,5;9;5,6;5,62;Sem limitações;7,2;7,3;7;;Não;Não;7,5;5;Fase 1 (4º ano);-1;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-741;2022;Escola Pública;Escola Pública;Escola Pública;RA-741;0;J;2012;10;Feminino;2022;;;Ágata;6,896;INGRESSANTE;INGRESSANTE;OK;526;150;10;2;Avaliador-13;Mantido na Fase atual;Avaliador-3;Mantido na Fase atual;;Não avaliado;;;9,5;8,4;5,6;6,04;Sem limitações;6,3;7,3;5,2;;Não;Não;7,417;5;Fase 2 (5º e 6º ano);-2;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-742;2022;Escola Pública;Escola Pública;Escola Pública;RA-742;0;J;2013;9;Feminino;2022;;;Ametista;7,097;INGRESSANTE;INGRESSANTE;OK;456;132;8;2;Avaliador-13;Mantido na Fase atual;Avaliador-3;Mantido na Fase atual;;Não avaliado;;;8,5;8,7;5;5,62;Sem limitações;7,3;8,3;6,2;;Não;Não;7,5;5;Fase 1 (4º ano);-1;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-743;2022;Escola Pública;Escola Pública;Escola Pública;RA-743;0;J;2013;9;Feminino;2022;;;Ágata;6,672;INGRESSANTE;INGRESSANTE;OK;597;164;14;2;Avaliador-13;Mantido na Fase atual;Avaliador-3;Mantido na Fase atual;;Não avaliado;;;10;7,9;5,6;5,62;Sem limitações;4,8;4,8;4,8;;Não;Não;7,5;5;Fase 1 (4º ano);-1;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-744;2022;Escola Pública;Escola Pública;Escola Pública;RA-744;0;J;2014;8;Feminino;2022;;;Ametista;7,742;INGRESSANTE;INGRESSANTE;OK;220;58;2;2;Avaliador-13;Mantido na Fase atual;Avaliador-3;Mantido na Fase atual;;Não avaliado;;;9,5;9,7;5,6;7,97;Sem limitações;6,2;6;6,3;;Não;Não;7,5;10;ALFA  (2º e 3º ano);0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-745;2022;Rede Decisão;Escola Privada;Escola Privada;RA-745;0;J;2013;9;Masculino;2021;;Topázio;Ametista;7,382;QUEDA;QUEDA;OK;367;111;5;2;Avaliador-13;Promovido de Fase;Avaliador-3;Promovido de Fase;;Não avaliado;;;9;8,5;5,6;5,62;Sem limitações;8,1;8,5;7,7;;Não;Não;7,75;5;Fase 1 (4º ano);-1;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.
Aluno-746;2022;Escola Pública;Escola Pública;Escola Pública;RA-746;0;J;2014;8;Masculino;2022;;;Ametista;7,656;INGRESSANTE;INGRESSANTE;OK;253;70;3;2;Avaliador-13;Mantido na Fase atual;Avaliador-3;Mantido na Fase atual;;Não avaliado;;;8;9,1;5,6;5,94;Sem limitações;7,2;7,7;6,7;;Não;Não;7,417;10;ALFA  (2º e 3º ano);0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-747;2022;Escola Pública;Escola Pública;Escola Pública;RA-747;0;K;2011;11;Feminino;2022;;;Ametista;7,676;INGRESSANTE;INGRESSANTE;OK;245;66;6;2;Avaliador-11;Mantido na Fase + Bolsa;Avaliador-3;Mantido na Fase atual;;Não avaliado;;;10;7,6;7,5;6,04;Não atendido;8,8;8,2;9,4;;Sim;Não;7,917;5;Fase 2 (5º e 6º ano);-2;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.
Aluno-748;2022;Escola Pública;Escola Pública;Escola Pública;RA-748;0;K;2013;9;Masculino;2022;;;Topázio;8,084;INGRESSANTE;INGRESSANTE;OK;122;34;5;2;Avaliador-11;Promovido de Fase + Bolsa;Avaliador-3;Mantido na Fase atual;;Não avaliado;;;10;9;7,5;6,25;Não atendido;9,1;9,6;8,6;;Sim;Não;8,25;5;Fase 1 (4º ano);-1;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.
Aluno-749;2022;Escola Pública;Escola Pública;Escola Pública;RA-749;0;K;2013;9;Masculino;2022;;;Ametista;7,484;INGRESSANTE;INGRESSANTE;OK;318;94;7;2;Avaliador-11;Promovido de Fase;Avaliador-3;Mantido na Fase atual;;Não avaliado;;;9,5;7,7;7,5;5,83;Não atendido;8,8;9,5;8,1;;Não;Não;7,25;5;Fase 1 (4º ano);-1;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-75;2022;Escola Pública;Escola Pública;Escola Pública;RA-75;5;F;2006;16;Feminino;2022;;;Quartzo;3,915;INGRESSANTE;INGRESSANTE;OK;855;59;4;4;Avaliador-5;Mantido na Fase atual;Avaliador-27;Mantido na Fase atual;Avaliador-24;Promovido de Fase;Avaliador-31;Alocado em Fase anterior;5,4;3,8;6,3;5,62;Sem limitações;0;0;0;;Não;Não;4,625;5;Fase 6 (2º EM);-1;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-750;2022;Escola Pública;Escola Pública;Escola Pública;RA-750;0;K;2012;10;Masculino;2019;Ágata;Ágata;Ágata;6,344;MANTIDO;MANTIDO;OK;670;173;10;2;Avaliador-11;Mantido na Fase atual;Avaliador-3;Mantido na Fase atual;;Não avaliado;;;9,5;8,9;4,4;6,46;Não indicado;6,8;7,1;6,4;;Não;Não;5,167;5;Fase 2 (5º e 6º ano);-2;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-751;2022;Escola Pública;Escola Pública;Escola Pública;RA-751;0;K;2011;11;Masculino;2022;;;Quartzo;5,246;INGRESSANTE;INGRESSANTE;OK;808;187;11;2;Avaliador-11;Não avaliado;Avaliador-3;Não avaliado;;Não avaliado;;;8,5;5,8;7,5;4,79;Não atendido;3,8;2,7;4,9;;Não;Não;6,167;5;Fase 2 (5º e 6º ano);-2;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-752;2022;Escola Pública;Escola Pública;Escola Pública;RA-752;0;K;2011;11;Feminino;2022;;;Topázio;8,197;INGRESSANTE;INGRESSANTE;OK;86;22;4;2;Avaliador-11;Promovido de Fase + Bolsa;Avaliador-3;Mantido na Fase atual;;Não avaliado;;;10;9;7,5;6,25;Não atendido;9,5;9,6;9,4;;Sim;Sim;8,417;5;Fase 2 (5º e 6º ano);-2;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.
Aluno-753;2022;Escola Pública;Escola Pública;Escola Pública;RA-753;0;K;2014;8;Feminino;2022;;;Topázio;8,481;INGRESSANTE;INGRESSANTE;OK;37;8;2;2;Avaliador-11;Promovido de Fase + Bolsa;Avaliador-3;Mantido na Fase atual;;Não avaliado;;;9,5;8,6;7,5;5,62;Não atendido;9,1;9,4;8,8;;Sim;Sim;8,417;10;ALFA  (2º e 3º ano);0;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.
Aluno-754;2022;Escola Pública;Escola Pública;Escola Pública;RA-754;0;K;2013;9;Masculino;2022;;;Ágata;6,602;INGRESSANTE;INGRESSANTE;OK;626;169;9;2;Avaliador-11;Mantido na Fase atual;Avaliador-3;Mantido na Fase atual;;Não avaliado;;;10;5,8;4,4;6,04;Não indicado;7,9;7,8;8,1;;Não;Não;6,917;5;Fase 1 (4º ano);-1;Melhorar: Melhorar a sua entrega de lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-755;2022;Escola Pública;Escola Pública;Escola Pública;RA-755;0;K;2014;8;Masculino;2022;;;Topázio;8,566;INGRESSANTE;INGRESSANTE;OK;29;4;1;2;Avaliador-11;Promovido de Fase + Bolsa;Avaliador-3;Mantido na Fase atual;;Não avaliado;;;9,5;9,2;6,9;5,62;Não atendido;9,5;9,8;9,3;;Sim;Não;8,083;10;ALFA  (2º e 3º ano);0;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.
Aluno-756;2022;Escola Pública;Escola Pública;Escola Pública;RA-756;0;K;2013;9;Masculino;2022;;;Ágata;6,976;INGRESSANTE;INGRESSANTE;OK;495;142;8;2;Avaliador-11;Mantido na Fase atual;Avaliador-3;Mantido na Fase atual;;Não avaliado;;;10;7,9;7,5;5,31;Não atendido;5,7;5,6;5,8;;Não;Não;7,25;5;Fase 1 (4º ano);-1;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-757;2022;Escola Pública;Escola Pública;Escola Pública;RA-757;0;K;2013;9;Feminino;2022;;;Topázio;8,26;INGRESSANTE;INGRESSANTE;OK;71;18;3;2;Avaliador-11;Promovido de Fase + Bolsa;Avaliador-3;Mantido na Fase atual;;Não avaliado;;;9,5;9,3;7,5;6,67;Não atendido;9,7;9,9;9,6;;Sim;Sim;8,5;5;Fase 1 (4º ano);-1;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.
Aluno-758;2022;Escola Pública;Escola Pública;Escola Pública;RA-758;0;L;2013;9;Masculino;2022;;;Ametista;7,911;INGRESSANTE;INGRESSANTE;OK;166;45;5;2;Avaliador-13;Promovido de Fase;Avaliador-3;Promovido de Fase;;Não avaliado;;;9;9,1;7,5;6,46;Não atendido;8,1;8;8,2;;Não;Não;8,333;5;Fase 1 (4º ano);-1;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.
Aluno-759;2022;Escola Pública;Escola Pública;Escola Pública;RA-759;0;L;2012;10;Feminino;2021;;Ágata;Ametista;7,563;AVANÇO;AVANÇO;OK;288;81;7;2;Avaliador-13;Mantido na Fase atual;Avaliador-3;Mantido na Fase atual;;Não avaliado;;;9;8,6;7,5;7,66;Não atendido;7,5;8,3;6,7;;Não;Não;7,833;5;Fase 2 (5º e 6º ano);-2;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.
Aluno-76;2022;Rede Decisão;Escola Privada;Escola Privada;RA-76;5;F;2007;15;Feminino;2017;Ametista;Topázio;Topázio;9,105;MANTIDO;MANTIDO;OK;3;3;1;4;Avaliador-5;Promovido de Fase + Bolsa;Avaliador-27;Mantido na Fase atual;Avaliador-24;Promovido de Fase + Bolsa;Avaliador-31;Promovido de Fase + Bolsa;10;9,1;8,1;8,75;Sem limitações;8,7;9,3;8,3;8,4;Não;Sim;9,292;10;Fase 5 (1º EM);0;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.
Aluno-760;2022;Escola Pública;Escola Pública;Escola Pública;RA-760;0;L;2011;11;Masculino;2021;;Ametista;Topázio;8,172;AVANÇO;AVANÇO;OK;94;25;2;2;Avaliador-13;Promovido de Fase;Avaliador-3;Promovido de Fase;;Não avaliado;;;9;9,2;7,5;6,56;Não atendido;8,8;9,3;8,2;;Não;Sim;8,917;5;Fase 2 (5º e 6º ano);-2;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.
Aluno-761;2022;Escola Pública;Escola Pública;Escola Pública;RA-761;0;L;2013;9;Masculino;2022;;;Topázio;8,06;INGRESSANTE;INGRESSANTE;OK;130;36;3;2;Avaliador-13;Promovido de Fase;Avaliador-3;Promovido de Fase;;Não avaliado;;;10;9,4;7,5;8,12;Não atendido;8,2;8,8;7,5;;Não;Não;8,25;5;Fase 1 (4º ano);-1;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.
Aluno-762;2022;Escola Pública;Escola Pública;Escola Pública;RA-762;0;L;2010;12;Masculino;2022;;;Ametista;7,28;INGRESSANTE;INGRESSANTE;OK;402;118;10;2;Avaliador-13;Mantido na Fase atual;Avaliador-3;Mantido na Fase atual;;Não avaliado;;;10;9,7;7,5;5,62;Não atendido;6,7;7,3;6;;Não;Não;7,083;2,5;Fase 3 (7º e 8º ano);-3;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-763;2022;Escola Pública;Escola Pública;Escola Pública;RA-763;0;L;2012;10;Feminino;2021;;Ágata;Ametista;7,402;AVANÇO;AVANÇO;OK;361;109;9;2;Avaliador-13;Mantido na Fase atual;Avaliador-3;Mantido na Fase atual;;Não avaliado;;;9,5;9,7;7,5;6,46;Não atendido;6,5;6,3;6,7;;Não;Não;7,167;5;Fase 2 (5º e 6º ano);-2;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-764;2022;Escola Pública;Escola Pública;Escola Pública;RA-764;0;L;2014;8;Masculino;2022;;;Ametista;8,004;INGRESSANTE;INGRESSANTE;OK;141;38;4;2;Avaliador-13;Mantido na Fase atual;Avaliador-3;Mantido na Fase atual;;Não avaliado;;;9;8,8;7,5;5,62;Não atendido;7,5;7,2;7,8;;Não;Não;7,667;10;ALFA  (2º e 3º ano);0;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.
Aluno-765;2022;Escola Pública;Escola Pública;Escola Pública;RA-765;0;L;2013;9;Masculino;2022;;;Ágata;6,902;INGRESSANTE;INGRESSANTE;OK;523;149;11;2;Avaliador-13;Mantido na Fase atual;Avaliador-3;Mantido na Fase atual;;Não avaliado;;;8,5;9,3;7,5;8,28;Não atendido;4,3;5;3,7;;Não;Não;7,417;5;Fase 1 (4º ano);-1;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-766;2022;Escola Pública;Escola Pública;Escola Pública;RA-766;0;L;2011;11;Feminino;2020;Ametista;Ametista;Topázio;8,185;AVANÇO;AVANÇO;OK;88;23;1;2;Avaliador-13;Promovido de Fase;Avaliador-3;Promovido de Fase;;Não avaliado;;;10;9,5;7,5;6,88;Não atendido;8,7;8,5;8,8;;Não;Não;8,333;5;Fase 2 (5º e 6º ano);-2;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.
